content,lable
아 분량이 많아도 이걸 보라고 그린건가 ㅋㅋㅋㅋㅋ게다가 우렉 눈치 ㅈㄴ 없네,0
생각도 짧고..,0
결국 막판에 독자들 통수 거하게 치고 빤쓰런합니다,0
근데 이 작가 예전에 친구 둘이서 하나 담그는 웹툰 올리지 않앗나?,1
그럼그렇지 트위텈ㅋ,1
읽을 필요 따위는 없어.,1
2부에서 3부로 넘어오면서 그 긴 시간동안 에반켈의 제자로 얼마나 더 성장했는 게 궁금한데 그에 대한 이야기는 나오지 않고 있음,0
난...,1
다신 만나지 말자 캬약퉷,1
잠만 쓰리 스타가?,1
슬프당 이러케 되송,1
아름이 개귀엽네 ㅋㅋ,1
또 시작인건가!,1
작가님 악플 너무 신경쓰지 말고 힘내세요,1
이름만 바꿔줘요 별명이지존이고이름은다른거였다는식으로 주인공하루종일말없으니 지존 지존 눈에계속꽂힘ㅋㅋㅋㅋ,0
앵간하면 악플안다는데 이건 좀 심하잖아,1
쿠키 3개로 슬금슬금 올리는거 하 ㅠㅠ 조금만 지나면 아예 당당하게 모든 웹툰들이 쿠키 3개 받을 듯 ㅜㅜ,0
늬들이 연기랑 효과 ㅈㄴ많이 나오면 얼마나 그리기 힘든줄 알아?,0
난 오히려 1화 작화보고 하차할까 했는데,0
이건 재미가 없는데?,0
이웹툰은 휴재 겁나게하네,0
마약 다루는 얘기인데 전체이용가인것도 이상한데..,0
웹툰 편차가 넘 크다 좋은작품은 좋은데 아닌작품이 너무 많다,0
독백 처리가 너무 어색하다,0
뭔 개소리냐?,1
내 주먹의 이름이 대화야,1
"아 7년8년 4,5등급이면 공부접는게맞다",0
초반엔 그래도 볼만하다 싶었는데...,0
이 바닥에서 웹툰에는 일가견이있다고 생각하는데 처음 그림체 바뀌었을때 거부감 심하긴했는데 가면갈수록 액션씬에서 어떻게 합을 주고받는지 구도도 잘 이해가고 딱히 모난곳없이 괜찮은데 물타기 너무심한거같다 의견내고 피드백하는거 좋은데 작가님이 길을 잃을까 우려되네,0
트로이메라이는 죽고 로포비아 가주 야마가 할꺼같네,1
이제 학교폭력보단 gy에 초점두겠네,1
댓글 없애라,0
전작도 용두사미 해눟고서 만화 장르 스릴러 아니라고 변명하더만,0
저게 해자야?,1
롤 프로 준비로 8년했지맘 브론즈 형이 프로 데뷔를 앞두고 돌연 잠수 니가 프로데뷔하자,1
기안을 욕먹이는 작품.,0
ㄱㄷ,1
라크랑 쿤도 이제 가주급 혹은 후계자급인걸 인정할때가 됐지 밤이랑 다닐려면 그정돈 돼야지,1
2.100년 후 회귀하였다.,1
이번에도 재밌게 잘 보겠습니다!!,1
이다...,1
아를렌이 자신의 아들이 죽고 그 육체를 신에게 바쳐 자하드의 목을 찌를거라고 했으니 약속된 자는 적어도 원래 아를렌의 아들은 아닐듯 베댓처럼 밤의 영혼이 원래 약속된게 아니거나 라헬이거나 인긋한데 라헬이라곤 믿고싶지 않다 ㅆ..,1
한림체육관 버전 임한림이 머리 기르고 분내향 좀 내면 딱 지금 딥페이크 같을 듯 ㅋㅋㅋ,0
메신져에 대한 공격만 있는 친구들은 반박을 못해서 항복 한거라고 생각할게 1. 자목초가 목적인 운남행에 태상장로가 4-5화씩 잡아먹는게 맞아?,0
준구형 이런건 거르자...,0
질질끄는것도 모르겟고?,0
아 그건 옆동네 전생자엿나,1
이건 좀 아닌것 같음.,0
그래도 뭐 커여우니까 ><,1
반년에 한번씩 보면 되는데 왜 쿠키까지 쓰면서 징징거림ㅋㅋㅋㅋ,1
그림은 참 취향인데...,1
3점넘었네,1
도둑넘이라 도둑스킬쓰내.,1
"애초에 그림 작가님을 바꿔야 하는 사정이었으면, 아예 기존 그림체랑 비슷하게 그리시는 분을 섭외하는 게 낫지 않았을까요?",0
작화가 엉망이니 내용도 엉망이네,0
1빠,1
"재수해서 4,5인 것도 못한건데 심각하네",0
약하다,0
1점 고고,1
이건 정말 너무나도 차이난다.,1
솔직히 이정도 퀄리티면 분량 적어도 괜찮음..,1
진짜 제발 저ㅅㄲ는 나화진한테 뒤져라,1
와 정주행하니까 이해되는 내용이 있구나,1
고작 합방이면 개혜자 아닌가 ㅋㅋㅋ,1
소꿉놀이도 아니고 쓸모없는 주인공 지키려다 다 죽으면 나라가 망할텐데,0
독자들 우롱도 한두번이어야지,0
결말로 갈수록 졸작 엔딩에 가까워질 작품 괜히 보다가 실망하지 말고 다들 다른 웹툰 보세요!,0
거래 작품 재밌게 봤는데반가워요!!!!,1
질질귀환 ㅋㅋㅋㅋㅋ 진짜 소설 1500화까지 보다가 하차했다,0
미나이퀄 작가님이신데 안보면 후회할듯,1
카라카 너무 약하게 포장되고 있음,0
소재가 한국에 있는 양산형보다 밀린다는거..,0
관심들은 가장 많은건지 어디 다른 웹툰에서 온건지.,1
"이런 베도급도 안되는 만화가 그저 유명 만화가의 지인이라는 이유로, 거대회사 소속이라는 이유로 요일연재되는게 맞음???",0
마법사 드디어 너오나 했더니 그냥 마법병기 ㅋㅋㅋ 초반에 마법사도 있다고 낭만있게 얘기해놨더니 먼데 ㅋㅋㅋㅋ 그리고 몬 놈의 성이 마법병기에 대응할 병기도 없음?,0
손절한지 2년 넘었는데 가끔 평점이랑 댓글보러옴,1
그저 스크롤만 내릴뿐....,1
분명 전쟁장면인데..,1
씨,1
아니면 여기서 부터 힘을 빡주고가냐,1
500,1
칭창총,1
제 개인적인 의견이에요.,1
그냥 짱툰이네;;,1
대단하다 ㄹㅇ,1
왼손으로 검들었다가 오른손으로 검들었다가 변화무쌍이로세~,1
캐릭터는 많아,1
군대에서 누가 학력보고 분대장 뽑냐 ㅅㅂㅋㅋ,1
"직가는 기본적인 개연성도 못 맞추고 그렇다고 부지런히 취재를 한 것도 아니고 그림은 매우 불쾌한 골짜기인데, 왜 이런 현실 소재로 만화를 계획했을까.",0
이게..,1
진태야 반으로 줄여,0
일본캐릭터?,1
이제알았네.,1
강했지 약하지않은데다 지윤결도 은근 통수칠거같은 느낌이고 뭣보다 가윤이 아버지가 권력이 엄청난 정치인이라는거..(과거 여당대표 현재는 교육부장관이자 유력한대권주자),1
임팩트는 에반켈이 더 강하고 가장 안좋은점은 그림체 보고 있으면 머리가 아픔...,0
질투하는 라헬.,1
너무 그림체 색상 칙칙해서 기분까지 가라앉아ㅜ,0
존나질질끈다,1
누가보면 sss급인줄 번개내성도 있는 애한테 번개공격을 하고 얼마나 멍청해,0
네이버 웹툰에서 박태준 이름이 걸린건 믿고 봐라.,1
부모의 교육이 정말 중요하구나..,1
오셨군요.,1
어머니도 꼭 닮았고 체리도 똑같네요ㅎㅎ,1
벌써 폭망한 8등급식 전개 8년 뒤면 나아지는건가,0
근데 구스트앙 무기를 옥비 말고 다른걸 안 써 ㅋㅋㅋ,0
정주행중인데 그림체가 왤케 많이 바뀐거지ㅜㅜ,1
작화 자체는 지금이 질이 더 좋기는 한데...,0
미나 작가라길래 뛰어왔는데 왜 20년전보다 필력 떨어졌냐...,0
이건 아닌거 같다.,1
정도가 있지 여론조작 너무 역하다,0
"언제나 화려한 작화로 저희의 눈을 정화시켜주시는 리코팀, 항상 응원합니다!",1
어머님 저랑 같으시군요 ㅎㅎ,1
"Get your crayon, get your crayon Get your cray, get",1
하나 찍던 게 가장 큰 실망이었습니다.,0
개간지,1
스크롤 세 번 내렸는데??....,1
이때도 욕하는애들은 존재하네,1
탑은 멸망한 바깥 세상을 대신해 만들어 놓은 허상의 공간들..,1
야옹이 x꼬 없음,1
분량 왜 이럼ㅋㅋㄱㄲ ㅋ,0
조온멋,1
계속 안나오고 있지만 사실은 라헬이 뒤에서 뭔가 하고있는거 알겠으니까 또밀리아 좀 그만 강조해줘요,0
쿠키를 굽지 마세요,0
조규철 저것이 아주 미쳐도 단단히 미쳤다지 아마...,1
이건 진짜 못참겟다,1
즐겁게 보는 입장에서 눈쌀 찌푸려집니다,0
ㅋㅋ🤪,1
짧지만 강력하다 역시 화산의 꽃,1
근데 라크랑 쿤도 제대로된 싸움장면이 안나와서 그렇지 충분히 성장한거 아닌가?,1
대단한 세계관 하의 치밀한 설정과 떡밥을 기대하게 만들어놓고,1
이페이지.,1
그냥 두세요 응원하는 사람들이 더 많아요,1
여자는 잘 그리는데 남자 얼굴형이 약간씩 이상함날카로운 눈매는 잘 그리시는데,0
되지도 않은 게임은 이제그만 끝내자파도지기 창지기 하던시절은 어디가고 체스말잡기나 하고잇냐 가주치트키 썼으면 잘써먹던가 되지도않은 확대컷으로 스토리만 산으로가네,0
네이버야,1
확신의 J시군요,1
작가가 중2환자가있냐?,0
다시보니 신기하네 ㅋㅋㅋㅋ,1
책임감이라고는 없는 인간이 또 사기를 치는구만,1
근데 그걸 없애고 스토리 진도를 바라는건 이 만화에 의미가 있을까요?,0
스크롤 내리는 것도 힘들다...,0
몬스터한테 도게자 박네 OOO ㅋㅋㅋ,1
딥페이크긴힌데..,1
이런식이면 아무나작가네.,0
너무 억지스러운 전개 ㅋㅋㅋㅋㅋㅋ배달왕이랑 비교할게 생겼다,0
이딴게 정식연재...,1
죄송합니다,1
왜 뒷편안나오노,0
이정돈데 분량가지고 뭐라하지말고 걍 봐라,1
"은혼 , 단다단 같은 웹툰 ㅋㅋ",1
10계단은 더 밑으로 내려가야 독자들도 이해하지,0
"차라리 덴마 에피소드를 늘려서 제대로 완결, 신뢰를 회복하고 다시 달마건이든 뭐든 하시지요.",0
어허 벌점이 너무 높다.,0
????,1
원피스도 웹툰처럼 한 화 씩 올라왔으면 노잼소리 들었을듯,1
양영순 낙서는 절대안본다 ㅋㅋ,1
별점 이렇게 낮은거 첨봄,1
엔도르시 뿔 진짜;; 그림좀 제대로 쳐그려라,0
-나카하라 츄야-,1
아무리 만화라지만 중력이랑 지금 주인공 쓰는 스킬이 무슨관련인지 이해가안감...,0
부싯돌 오토바이 보여줄때 반대편 발이 오토바이 통과하네ㅡㅡ,0
"왜 도움 안되는 거 느꼈으면서 미리미리 케어 안해주고, S급이라고 불릴만큼 경험많고 실력있는 애를 그냥 저렇게 쓰레기처럼 버린다고?",0
그걸 모르네,1
밤,1
오오 뷰리풀~,1
일장춘몽..,1
이 명작을..,1
그림은 난해하고 내용은 재미없고..,0
이 만화는 별점 3점도 아까움.,1
걔는???,1
초반 그 간지가없음,0
와 저건 유전자 탓도 못하는게 쌍둥이 동생이 서울대인데 그냥 지가 좉나게 안한거같은데 저정도 부모면 진짜 양반수준이지 어느 부모가 28살까지 팔수하게 지원을 해주냐,1
나혼자만렙뉴비 보면 주인공이쓰는 스킬의 종류가 엄청 다양해서 이번엔 어떻게 문제를 해결할까 가 재밌어서 보는데 이웹툰처럼 스킬이 반복적으로 계속 쓰이면 재미가없어지는듯,0
하차,1
3이란 숫자에게 미안하지도 않은가.,1
뭘 말하고 싶은건지...,0
3 준비된 양념을 한꺼번에 모두 넣어주세요.,0
근데 이거 siu가 그리는거 맞냐?,1
바리는 어디 끓여 먹었냐?,1
처음 한번 미리보기가 몇컷인지 모를땐 네이버 잘못 맞음.,0
다음화 너무 기대돼요,1
고작..,1
현실감이 좀 아쉽습니다.,0
누가 쿠키 쓰랬냐?;;,0
근데 이 작품에 왤캐 진지하게 구는거지?,1
정주행하니까 전개 자연스러운데그리고 뭐 전쟁나면 무조건 밤이 활약해야하나 전투신보고싶어서 안달났네,0
뒤로 갈 수록 거의 베르세르크 찍는데 ㅎ 여기서 한김 빼고 가냐,0
"심지어 클리셰을 쓰고만 있지, 그걸 비틀거나 그런 게 조금도 없네",0
각자 작가마다 스타일이 있는건데 다른사람이랑 비교하면 끝도없어서..,1
내가 옛날에 그렇게 탔었거던ㅎㅎ,1
악플러 개많네ㅜ,1
악귀들이 뭐라하는 소리들은 상처받지 마세요 ㅠ,1
끊는거 잘하시네,1
이제 그만합시다,1
에반켈이 아무 것도 못하고 있었다는 게 이상함,1
내가 왠만해선 그냥 보는데 그림도 성의없고 전개도 성의없고 하..,0
못봐주겠음,1
왜 분신술 같은 느낌으로 표현 했을까 싶었는데 저 꽃잎 하나하나가 청명의 검기라서 그런가 싶네,1
침몰직전이네..,1
성과로 판단해야지 모든 일들이 관성과 관계로 이루어짐,1
오토바이 걸고 시합을 왜해,0
중력에 대한 모독이다뉴턴에게 사과하세요,1
노력을 해봐라 휴재 뭐 달라지냐,0
저 진짜 죄송한데 이 웹툰은 언제까지 하나요?...,1
왜 이렇게 불평불만이 많은지..,1
더이상 오글거려서 못보겠네...,1
분대장이 무슨 반장인줄 아나ㅋㅋㅋㅋ 이 작가는 수능 수험판만 모르는줄 알았는데 군대에 대한 것도 하나도 모르네...,0
북한이랑 전쟁났을때 일본이 군사지원하면 왜 도와주냐고해라서로 싸우던 주인공들이 공통의 적을 만나면 동맹해야지,1
일기장임 ?,1
1점자동으로 박게하는 마법인 웹툰이네,1
소갈비찜 레시피 보러왔어용,1
요즘에 나왔으면 성공못했을듯 전투씬 개 ㅈ망에 고구마 ㅈ나퍽퍽한거 한입에 우겨넣은기분,0
닌이평점도아깝다,0
무슨깡으로?,1
그림체가 적응이 안되네,0
ㅋㅋㅋ 평생 조리돌림 당하다 연재 끝나라 ㅋㅋㅋ,1
진짜 건드리지 말아야 할거 건드렸네,1
네비게이터들의 워프장치 정도만 소개하고 다른 과정은 적절히 스킵하는 것이 좋아보입니다.,0
이거 유투브 안 본 사람은 이해 못하겠는데요ㅜ,1
네 양작가님 한티 신작 사랑하고프니 사과라도 한마디 해달라고 아우성인데 한마디 해주쇼!,0
시간 버리는 것임.,0
"초딩들이나 다툴법한 이유로 싸우고 있어니, 뭔 상관이냐 싶다.",1
이것도 초중반 맛깔나게 뽑아대다가 클라이막스때 휴재 존나게 하게 결말 대충 짓고 갈거임.,0
이러면 안되는데...,0
스토리랑 작화중에 하나라도 예전 신의탑으로 돌아왔으면 좋겠다ㅠㅠ,0
"긴분량웹툰은 긴분량대로 좋고 짧은 분량웹툰은 짧은분량대로, 스토리와 그림이 개인취향이고 공감이 간다면 그것만으로 좋다고생각합니다.",1
이름이 지존이라니 ㅋㅋㅋㅋㅋㅋㅋ 아니 작가님 이름부터 변경해요..,0
히든 클래스상태창 ....,1
매주 같은 도그소리구나.,0
아니 근데 내용을 떠나서 분량이 이꼬라지일거면 3회 연재를 하던지 아님 걍 주 1회 연재하고 분량을 늘리던지 이게 뭐하는건지 모르겠네,0
너무 큰 바램인가 진짜 그림체 적응이 안됨,0
작가 전작 집어던졌는데 어캐또 연재함?,0
"요즘 어디가든 하루살이기사 광고인데, 제발 나만의 작은 띵작으로 남아줘라..",1
탈코여전사 개 싫은데,1
조금 더 보기는 할거지만 연출이 계속 이모양이면 망설이지 않고 하차해야겠네요.,0
조규철 진짜 죽었으면,1
이번엔 엔딩 좀 생각하고 냅시다,0
작가님 초창기처럼 간단한기술은 약하게 킵하고 의미있는 기술들을 강조해주시면 좋을거같아요쾅 콩 쿠왕 헤응 하다 끝나는거 같아요,0
"자기 독자 만족하나 해줄수 없는 스토리 맨들어놔놓고 나 신의탑 작가요, 나 네이버웹툰 전설이요..",0
뭘보긴했는데 진행된건 하나도 없노,0
ㅇㄴ 대체 이 좋은 주제를 갖고 이정도밖에 못하는건 뭐노,0
문화의 차이일뿐인가?...,1
꼬카인 발싸!,1
휴재 너무 자주한다 ㅋㅋ,0
는 안 맞겠네요,0
1. 진심어린 사과2. 덴마 및 여러 만화 마무리 3. 실수에 대한 반성 4. 재발 방지책 이런 간단한걸 못하니까 덴경대가 화나지,0
