no,appId,episodeId,userName,content,score,at,M_Label,M_Score
131,758037,186,대검호,쟤들 웹툰 '구세라' 안 본애들인가보네 ㅎ~,0,2025-03-31 00:43,hate,0.68
132,758037,186,유니콘똥을삼킨원숭이,아니 또 여기서 끊냐고 안ㅇㅎ이 작가님,0,2025-03-31 00:28,offensive,0.63
133,758037,186,Wolflamb,잃을 게 없는 애들이 상금 노리고 사고치는 거라 그냥 잡아선 소용없는 패턴 아닐까.,0,2025-03-31 00:26,hate,0.73
134,758037,186,yun,간땡이가 부었구만,0,2025-03-31 00:21,hate,0.82
135,758037,186,홍이,뭔데 누군데 너네만 알면 좋냐?!,1,2025-03-31 00:17,hate,0.86
136,758037,186,맥도리아,누군데?,1,2025-03-31 00:15,offensive,0.52
137,758037,186,바보,어 얘는?!!!,1,2025-03-31 00:09,hate,0.84
138,758037,186,남매맘,똥싸다 끊긴거마냥 끊어버리네,1,2025-03-31 00:01,hate,0.94
138,758037,186,남매맘,작가양반ㅠ,1,2025-03-31 00:01,offensive,0.56
139,758037,186,qwertyuiop,많이 어릴거 같은데?,1,2025-03-30 23:59,hate,0.7
140,758037,186,나야,누구야?,0,2025-03-30 23:31,hate,0.72
140,758037,186,나야,할것 겉음,0,2025-03-30 23:31,clean,0.51
141,758037,186,아뜨,상금이러는 거 보니 배후가 따로 있구만,0,2025-03-30 23:26,hate,0.88
141,758037,186,아뜨,누군진 몰라도 애들이 겁이 없네,0,2025-03-30 23:26,offensive,0.51
141,758037,186,아뜨,차에 낙서정도는 그러려니 하겠다만 양아치학교 일진들도 때려눕히는 감독관들한테 직접적인 접촉을 하려하다니,0,2025-03-30 23:26,hate,0.95
142,758037,186,llll,임한림 딥페이크 ㄱㅅㄱㅅ,0,2025-03-30 23:24,offensive,0.59
143,758037,186,ijh,얼굴 궁금한분 걍 미리보기 켜서 보셈 ㅋㅋ,3,2025-03-30 23:22,offensive,0.61
144,758037,186,blu,근데..,2,2025-03-30 23:18,clean,0.51
144,758037,186,blu,임한림 개이쁨..,2,2025-03-30 23:18,clean,0.67
144,758037,186,blu,딥페이크긴힌데..,2,2025-03-30 23:18,offensive,0.68
145,758037,186,hooni,끊는거 잘하시네,0,2025-03-30 23:11,clean,0.68
146,758037,186,뉘집아들,걔는???,0,2025-03-30 23:07,hate,0.6
147,758037,186,루이닐,누구지?,0,2025-03-30 23:06,offensive,0.58
148,758037,186,wepe****,나화진 찍은 애는.,2,2025-03-30 23:06,offensive,0.44
148,758037,186,wepe****,곧 고인이 될거같은데?,2,2025-03-30 23:06,hate,0.96
149,758037,186,피터폴,노트북 크기 무엇?,0,2025-03-30 23:04,offensive,0.59
149,758037,186,피터폴,화면 24인치는 돼보이네 ㅋㅋㅋ,0,2025-03-30 23:04,clean,0.53
1,758037,192,doH Kei,아니 캐비넷 안에..,0,1일 전,offensive,0.65
1,758037,192,doH Kei,몰랐다고?,0,1일 전,offensive,0.74
1,758037,192,doH Kei,나화진 실망..,0,1일 전,offensive,0.68
1,758037,192,doH Kei,😒,0,1일 전,offensive,0.63
2,758037,192,엘뤼온,와...,-1,1일 전,offensive,0.66
2,758037,192,엘뤼온,지가 죽인 사람을 자기 딸을 위해 반찬으로 삼는다고?,-1,1일 전,hate,0.93
2,758037,192,엘뤼온,미친 거 아냐?,-1,1일 전,hate,0.91
3,758037,192,보니,점점 산으로 가네...,0,2일 전,offensive,0.73
4,758037,192,드레곤헤드,조규철이 강산고에 았었으면..,1,2일 전,clean,0.52
4,758037,192,드레곤헤드,인간이 됐을까??,1,2일 전,hate,0.71
5,758037,192,우태희,최가윤 개예쁘네,0,3일 전,clean,0.51
6,758037,192,리,더러븐 시키,1,3일 전,hate,0.95
7,758037,192,jar,여자애가 똑똑하긴 하네,0,3일 전,offensive,0.61
7,758037,192,jar,살 방법 찾아버리네,0,3일 전,offensive,0.56
7,758037,192,jar,경찰 부르기,0,3일 전,offensive,0.62
8,758037,192,kyh78,오랫만에봐서 그런가 몬가 그림체도 내용도 급해보여서 집중이 안돼네요 ㅠ,0,3일 전,offensive,0.51
9,758037,192,Monok,조규철 관상을 보니까 최종보스 관상이 아닌거같음 현실에선 관상론이 없다고 생각하지만 만화에선 작가가 그리는거라 ㅋㅋㅋㅋ 뒤에 흑막이 있지않을까싶다 저 얼굴은 싸움 잘할 느낌이 안든다,0,3일 전,hate,0.56
10,758037,192,zero one,보고가요,0,3일 전,clean,0.66
11,758037,192,방황,저 와꾸가 고딩이면 점마 부모는 뭘처먹고 낳아서 뭘먹인거냐...,0,3일 전,hate,0.96
11,758037,192,방황,진짜 에일리언 저리가라네 ㄷㄷㄷ,0,3일 전,offensive,0.69
12,758037,192,이규창,저 여자 왤캐 이쁘냐 원탑이네,0,4일 전,clean,0.58
13,758037,192,BMW 520i,헐..,1,4일 전,offensive,0.61
14,758037,192,yamm****,임한림은 더 잘한다는ㄷㄷㄷ,0,4일 전,clean,0.77
15,758037,192,뉘집아들,둘이 이 정도 애증이면 최가윤인지 뭔지는 그냥 핑계 아님?,0,4일 전,hate,0.75
16,758037,192,lhy,놈은 되고 ㄴ은 안되냐,2,4일 전,hate,0.91
17,758037,192,돌고래양,아무리 범죄청소년 묘사이지만 아이들도 많이 보는 웹툰에 욕설 및 묘사가 너무 심한듯 합니다..ㅠㅠ,-7,4일 전,clean,0.52
18,758037,192,jusi****,차주영선에서 컷일텐데 어떻게 살아있지,0,4일 전,offensive,0.49
19,758037,192,김규나,저게 고딩이네 ㅋㅋㅋㅋ,0,4일 전,hate,0.81
20,758037,192,심심해,그렇게 뒷통수 깟으면 교욱부 장관님이 친히 생매장 해줬겠지,0,4일 전,hate,0.92
21,758037,192,토마스,저새끼 왜 못죽이는건데..,0,4일 전,hate,0.95
22,758037,192,류철중,작가님 인간적으로 저게 어떻게 학생이에요ㅋㅋ,2,4일 전,offensive,0.65
23,758037,192,낙월,바로 꼬리자르는 거 보소?,0,4일 전,hate,0.65
24,758037,192,독산동총잡이,꼬카인 맡으면 전투력 3배되는데 나화진 이길수있겠냐?,0,4일 전,offensive,0.62
25,758037,192,Whatever,지가 뭔데 저렇게 ㅂㄷㅂㄷ거림,2,4일 전,offensive,0.58
25,758037,192,Whatever,지렸냐?,2,4일 전,hate,0.93
26,758037,192,방랑술사,애는 진짜 죽이겟는데,0,4일 전,hate,0.94
27,758037,192,금붕어,조규철:지난번 처럼 한방에 끝내줄까?,0,5일 전,offensive,0.53
28,758037,192,꼬미꼬미,ㅎㅎㅎ,0,5일 전,clean,0.47
29,758037,192,030,아니 설명한번만 해주세여ㅜㅠㅠ,0,5일 전,clean,0.68
29,758037,192,030,그니까 뺐었다는게 나화진 여자친구가 조규철 선생님이었는데..?,0,5일 전,offensive,0.61
29,758037,192,030,으악 제발료ㅠㅠ,0,5일 전,offensive,0.56
30,758037,192,별명,가윤누님 ㄹㅇ 개지리네...,0,5일 전,clean,0.57
31,758037,192,OO,가윤누님 정말 안타깝네,1,5일 전,clean,0.83
32,758037,192,엽이,지가 죽인 사람 사진보면서 ㅈ 긁는거 존나 개 극혐이네 아오..,2,5일 전,hate,0.96
33,758037,192,힌둥이,불었는데 묵살하는건 뭔데 ㅋㅋㅋㅋㅋ 뭐 답정너이???,1,5일 전,hate,0.92
33,758037,192,힌둥이,조사는 왜한겨 들을생각 없으면 ㅋㅋㅋㅋ,1,5일 전,hate,0.66
34,758037,192,프로스트,그냥 나화진이 조규철 저거 모가지 따버리고 그 모가지를 최가윤양 묘소에 바쳐 그 넋을 기리는게 더 낫겠는데?,0,5일 전,hate,0.95
35,758037,192,장태규,표정 엿같다,0,5일 전,hate,0.96
35,758037,192,장태규,진짜...,0,5일 전,offensive,0.65
35,758037,192,장태규,가윤 누님이 너무 안타깝기도 하고..,0,5일 전,clean,0.69
36,758037,192,에시오테,거기 긁고 냄새를 왜 맡냐,0,5일 전,hate,0.96
37,758037,192,놀아도전교1등,조규철 = gc. 윤결 = gy.,0,5일 전,offensive,0.5
38,758037,192,회색노을,믿거조가 또..,-1,5일 전,hate,0.92
39,758037,192,정수진,전체이용가인데도 죽은 주인공 와이프보면서 외설스런 행위 하는거 같은 뉘앙스가 나오는데 19였으면 으윽..,0,5일 전,hate,0.88
39,758037,192,정수진,조규철 진짜 죽었으면,0,5일 전,hate,0.96
40,758037,192,gks,긁긁 킁킁 죽이고싶네 ㅅㅂ,0,5일 전,hate,0.96
41,758037,192,멸사,근데 아무리 생각해도 최종보스는 조규철보단 지윤결같다..G.Y가 지꺼라고 한 적도 있고 조규철을 유인원정도로 보는데 서열 3위도 잘 따르는거 보면 지윤결 얘가 G.Y 먹을려고 하는것같다,2,5일 전,offensive,0.44
42,758037,192,파크누,나화진도 빡돌만함,2,5일 전,offensive,0.68
42,758037,192,파크누,가윤이 죽이기 전에 할거 다하고 저 폰으로 찍을 거 다 찍었을텐데,2,5일 전,offensive,0.69
43,758037,192,asd,"요즘 어디가든 하루살이기사 광고인데, 제발 나만의 작은 띵작으로 남아줘라..",0,5일 전,offensive,0.67
44,758037,192,오냥집사,능력 없는 것도 아닌데 굳이 살려 둘 필요 있나?,0,5일 전,hate,0.79
44,758037,192,오냥집사,저놈 하나 없다고 교권 관련 스토리 진행 힘든 것도 아닌데,0,5일 전,hate,0.82
45,758037,192,맑은바람,ㄷㄷ,0,5일 전,clean,0.67
46,758037,192,done****,만화지만~ 스토리가 너무 자극적이고 선을 많이 넘는듯ᆢ,1,5일 전,offensive,0.69
47,758037,192,궁디팡팡,아치서결이,0,5일 전,hate,0.93
48,758037,192,하하야,찢도 참교육좀 해줬으면,-1,5일 전,hate,0.85
49,758037,192,종이배,교화도 안 되는 인간 이하의 것들은 살처분했음 좋겠네,1,5일 전,hate,0.95
50,758037,192,Gyuhyeong,ㅋ 닌 나화진 평생 못이긴다,0,5일 전,offensive,0.69
51,758037,192,해파리처럼흘러가기,조규철 면회다(저승사자와),0,5일 전,offensive,0.44
52,758037,192,미닝,왜이렇게 극단적이세요,1,5일 전,offensive,0.69
53,758037,192,pk****,이런 세상이 오질 않길.. ㅜㅜ,2,5일 전,clean,0.49
54,758037,192,렉스,법이 참 좋아..,1,5일 전,offensive,0.66
54,758037,192,렉스,정치인들이 전부 범죄자들이라 강력처벌 못하게 법을바꿔놓으니..,1,5일 전,hate,0.65
55,758037,192,캡틴아메리카노,캬 나화진 표정 보소 개무섭네,0,5일 전,offensive,0.58
56,758037,192,표범,저 성괴녀는 왜 안패냐 구속이라도 좀 되야 하는데 ㅉㅉ,0,5일 전,hate,0.96
57,758037,192,을지,슬슬 지겹다,-2,5일 전,offensive,0.72
58,758037,192,달콤한소녀,'나'는 '화'가 '진'짜로 났어..........,-1,5일 전,offensive,0.61
58,758037,192,달콤한소녀,나.화.,-1,5일 전,offensive,0.51
58,758037,192,달콤한소녀,진,-1,5일 전,clean,0.6
59,758037,192,아쿠메츠,범죄자인권이 중요하니 유괴 폭행 감금해도 집행유예착한사람은 법을 지키고 나쁜나사람은 법이 지킨다,0,5일 전,hate,0.86
60,758037,192,cand****,ㅠ,0,5일 전,clean,0.43
61,758037,192,vic,이렇게 보니까 임한림 특수부대 시절도 나옴,0,5일 전,clean,0.72
61,758037,192,vic,좋겠다..,0,5일 전,offensive,0.62
62,758037,192,앤디,일진들의 폭력 인증을 유포하는 놈들도 보니까 그 일진들과 다 연결된 놈들임 겉으로는 대중의 비난을 받아 마땅하다면서도 실제로는 그런 영상을 보고 조직원으로 꼬이는 10대들이 생기는 것이고 그게 진짜 목적인 것,0,5일 전,hate,0.94
63,758037,192,sie,진짜 제발 저ㅅㄲ는 나화진한테 뒤져라,0,5일 전,hate,0.96
64,758037,192,앤디,참교육같은 일진물은 결국에는 조직폭력 옹호 만화라니까 물정 잘 모르는 10대들이 '손으로 위스키병을 까부숴서 마시는 10대' 를 보고 무슨 착각을 하고 살겠음,3,5일 전,hate,0.91
65,758037,192,유택,남의 와이프 상대로 저 ㅈㄹ하는거..,0,5일 전,hate,0.61
65,758037,192,유택,웹툰이라지만 진짜 좀 불쾌하네,0,5일 전,offensive,0.71
66,758037,192,루이닐,하?!,0,5일 전,hate,0.48
67,758037,192,The Grid,조규철 사망 D day,0,5일 전,hate,0.78
68,758037,192,piy3****,여자♡발,0,5일 전,hate,0.95
69,758037,192,jjm,경찰이 신고자 안찾음?,0,5일 전,hate,0.76
70,758037,192,자명종,쌩,0,5일 전,offensive,0.46
71,758037,192,llll,조규철 vs 나화진 ㄷㄷㄷ,0,5일 전,clean,0.57
72,758037,192,뭣이중헌디,감옥에 없었으면 이미 진즉에 죽었을텐데,0,2025-05-16 08:28,hate,0.96
73,758037,192,마리엔느,그냥 총으로 쏘자 ...ㅅ,0,2025-04-28 11:42,hate,0.94
73,758037,192,마리엔느,... ㅂ.... ㄲ,0,2025-04-28 11:42,hate,0.92
74,758037,192,미소1900,다음화가 너무 궁금하네요,0,2025-04-21 01:37,clean,0.72
75,758037,192,나혼자산다,조규철 이번화에서 무게감 확 떨어지는거보니 최종보스 아닐듯,4,2025-04-18 16:31,offensive,0.72
76,758037,192,vvll천사llvv,어떻게 가윤이 누나가 장관딸이야...!?,0,2025-04-17 15:20,offensive,0.6
77,758037,192,oi****,조규철 저것이 아주 미쳐도 단단히 미쳤다지 아마...,0,2025-04-16 12:54,hate,0.92
77,758037,192,oi****,감히 신경을 건드리는 순간G.Y인지 몰라도 제대로 탈탈탈 털릴준비해야할것이다 ㅋㅋㅋㅋㅋ,0,2025-04-16 12:54,hate,0.79
78,758037,192,댕댕이,잘봤습니다.^-^,0,2025-04-15 21:46,clean,0.67
79,758037,192,허주희,나때는 말야화났던 이유는 사건 진상의 피해자인 애인이 있었지,0,2025-04-15 16:52,offensive,0.55
80,758037,192,허주희,"나화진, 눈 돌아간 복수귀가 됬나봐?",3,2025-04-15 16:51,hate,0.61
81,758037,192,지렸다,호랑이 180단으로 다진고기로 만들어야지,0,2025-04-15 11:29,hate,0.95
82,758037,192,ehd1****,나:나화:화났다,58,2025-04-15 10:20,offensive,0.55
82,758037,192,ehd1****,진:진짜,58,2025-04-15 10:20,offensive,0.45
83,758037,192,러볼리,서창호를 교조챌 작전을 주도한 주범으로 만들고 대신 구속시킨 이유가 박마리가 세운 교조챌 작전이 거의 성공직전까지 갔는데 서창호가 나화진을 G.Y 기지로 부르는 트롤링을 저질러서 교조챌 작전이 실패로 돌아가는 바람에 박마리가 빡쳐서 서창호가 대신 구속되도록 손 쓴것 같네,2,2025-04-14 23:13,hate,0.64
83,758037,192,러볼리,물론 다른 이유가 있을수도 있겠지만 말이야,2,2025-04-14 23:13,offensive,0.62
84,758037,192,뉴스,꼬긁 말풍선으로 가린거 개웃기네 ㅋㅋㅋ,1,2025-04-14 22:53,hate,0.65
85,758037,192,chaan,유괴죄 하나면 이미 인생 종친건데 교조챌 아니라고 부인하는거 웃기노,2,2025-04-14 22:10,hate,0.89
86,758037,192,꿈을향해,아니.,2,2025-04-14 21:51,offensive,0.52
86,758037,192,꿈을향해,고딩들이 어떻게 생격먹은 거야..,2,2025-04-14 21:51,hate,0.64
87,758037,192,hi52****,조규철 곧 있으면 일반교도소로 이감되는데 그걸 맞춰서 교도관을 나화진쪽 사람으로 꾸려서 제대로 조질생각인거 같음 면회가는 것도 그걸 엄포하러 가는 거고,2,2025-04-14 20:55,hate,0.85
88,758037,192,zet,나: 나화진이 어떻게 조규철을 보면서 화: 화를 참고 있는것이 매우 진: 진짜 대단하다,3,2025-04-14 19:50,clean,0.75
89,758037,192,내꺼,아. 나무 재밌다,0,2025-04-14 19:28,clean,0.75
89,758037,192,내꺼,최예요,0,2025-04-14 19:28,clean,0.75
90,758037,192,kms3****,딱봐도 조규철 페이크보스네 2인자 걔가 찐보스일듯,337,2025-04-14 19:08,hate,0.72
91,758037,192,미플,썸네일 압권이노 ㄷㄷ,0,2025-04-14 17:41,offensive,0.48
92,758037,192,슬라엄,나 : 나진짜화 : 화났다,0,2025-04-14 16:37,offensive,0.62
92,758037,192,슬라엄,진 : 진짠데 ㅠㅠ,0,2025-04-14 16:37,clean,0.55
93,758037,192,응애,얘들아...,0,2025-04-14 12:48,offensive,0.62
93,758037,192,응애,개기지마라 니들이 상대할수 잇는 상대가 아니다...,0,2025-04-14 12:48,offensive,0.57
94,758037,192,라라루리,에이씨 저 여자애도 교도소 가서 그 누구냐?,3,2025-04-14 12:34,hate,0.94
94,758037,192,라라루리,교도소에 있는 교권국 요원에게도 좀 쳐맞는 그림이 나오길 바랬는데,3,2025-04-14 12:34,hate,0.94
95,758037,192,Canvas카나,나화진으로 삼행시 하겠습니다.,1,2025-04-14 11:12,clean,0.6
95,758037,192,Canvas카나,나: 나 화: 화났다,1,2025-04-14 11:12,hate,0.59
95,758037,192,Canvas카나,진: 진짜,1,2025-04-14 11:12,offensive,0.45
96,758037,192,스토리,"규철이가 조한길 빙의 임다준, 진번 윤가민은 이기겠니?",3,2025-04-14 10:34,offensive,0.63
96,758037,192,스토리,진짜 건드리지 말아야 할거 건드렸네,3,2025-04-14 10:34,offensive,0.66
96,758037,192,스토리,우리 규철이 ㅋㅋ,3,2025-04-14 10:34,clean,0.45
97,758037,192,아타,네이버니까 죽이는건 그렇지,2,2025-04-14 10:24,offensive,0.47
97,758037,192,아타,그냥 전신불구로 합시다,2,2025-04-14 10:24,hate,0.93
98,758037,192,규카츠,앗시 드럽게 어딜 긁고 냄새를 맡냐,187,2025-04-14 09:11,hate,0.95
99,758037,192,꼬나보나,나화철이 맞다이로 질 사람은 나올거같진 않고,0,2025-04-14 09:06,offensive,0.73
100,758037,192,세이,화진아 저 sㅐ rrㅣ 우유곽처럼 잡아뜯어서 접어버려 사회는 용서안해도 내가 용서하고 독자가 용서한다염라대왕은 용서한다.,0,2025-04-14 08:25,hate,0.96
100,758037,192,세이,옥황상제는 용서한다,0,2025-04-14 08:25,offensive,0.6
101,758037,192,허주희,"나화진, 복수의 서사",0,2025-04-14 08:14,clean,0.62
102,758037,192,영원한 부산롯데,나화진도 저렇게 참는데 다준이면 조규철을 바로 죽일라고 할걸?,3,2025-04-14 08:14,hate,0.89
103,758037,192,아뒤,쟨 죽여야겠구만,0,2025-04-14 07:53,hate,0.96
104,758037,192,루나틱보이,조규철이 당황한이유는 평소처럼 뭘해도 지계획과 생각처럼 될거라 생각했는데 계획대로 안되어서인듯..,239,2025-04-14 07:48,offensive,0.67
104,758037,192,루나틱보이,그래서 면회온게 no2인 지윤결인줄알고 지윤결을부르며 Xㄹ한거고..,239,2025-04-14 07:48,hate,0.56
104,758037,192,루나틱보이,하지만 조규철의 미래가 밝진않은게 나화진이 조규철보다 강했음,239,2025-04-14 07:48,hate,0.68
104,758037,192,루나틱보이,강했지 약하지않은데다 지윤결도 은근 통수칠거같은 느낌이고 뭣보다 가윤이 아버지가 권력이 엄청난 정치인이라는거..(과거 여당대표 현재는 교육부장관이자 유력한대권주자),239,2025-04-14 07:48,hate,0.67
105,758037,192,20분반반,ㅡㅡ,0,2025-04-14 07:42,offensive,0.43
106,758037,192,gmrd****,작가님 근듸 이런걸 교화도 불가고 그냥 뇌가 거부하는데 왜 안죽여요?,-1,2025-04-14 04:25,hate,0.94
106,758037,192,gmrd****,목에 석유 넣고 불태우면서 칼로 뼈 긁어대면 안되나요?,-1,2025-04-14 04:25,hate,0.93
106,758037,192,gmrd****,좀 범죄자 뒤지면서 발작하는거 영상찍어서 수면제로 쓰고 싶음,-1,2025-04-14 04:25,hate,0.96
107,758037,192,하늘을가진놈,재밌어,4,2025-04-14 02:42,clean,0.81
108,758037,192,수원칠성,규철이 갑자기 철부지가 됐노ㅋ 포스가 마이 죽었네,0,2025-04-14 01:53,hate,0.54
109,758037,192,맹,나 : 나는 오늘 화 : 화요일인 줄 알았는데 진 : 진짜로 월요일인거냐?,402,2025-04-14 01:17,hate,0.47
110,758037,192,김지우,조규철이 저렇게 당황한만큼 나중에 나화진한테 박살나길 기대해본다.,45,2025-04-14 00:48,hate,0.84
111,758037,192,송오공 원쉥이 송민욱,규철아 병원에서 평생 보내보자고 시간은 많으니까?,39,2025-04-14 00:42,hate,0.9
111,758037,192,송오공 원쉥이 송민욱,안그래(,39,2025-04-14 00:42,clean,0.64
112,758037,192,이태희,G.Yvs해광 누가 이길려나?,1,2025-04-14 00:22,offensive,0.53
